GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US19163012000,"Census Tract 120, Scott County, Iowa",1456,94,6.8,5.8,2.7,2.3,10.4,4.1,15,5.2,20.5,6.4,17,6,17.2,5.7,8.9,4.1,1,1.2,0.5,0.9,46061,4418,65026,18407,31.9,(X),(X),(X),(X),(X),1127,107,8,7.5,2.2,2.8,10.7,6.1,7.4,3.7,19.6,7.6,21.1,8,19.5,7,10.2,4.9,1.2,1.5,0,2,53259,10213,58839,6279,(X),(X),38.7,(X),(X),(X),899,109,6.1,7.5,1.1,1.9,6.1,4.9,7.7,3.6,19,8.2,23,9.8,23.1,8,12.2,6.2,1.6,1.9,0,2.5,62702,10980,N,N,(X),(X),(X),(X),(X),(X),329,87,2.7,4.5,8.8,7.9,14.6,10.4,41.3,17.2,15.8,11,2.7,4.4,7,6.1,4.6,5.3,0,6.6,2.4,4,31763,3150,81944,75337,(X),(X),(X),(X),8.5,(X)
1400000US19163012100,"Census Tract 121, Scott County, Iowa",1514,81,4.8,3.2,5.5,3.1,14.5,5.6,9.8,3.9,25,8.1,21.5,6.1,9.9,3.8,8.9,4.7,0,1.5,0,1.5,44225,4875,50558,4786,27.9,(X),(X),(X),(X),(X),941,118,4.4,4.9,3.2,3.4,5.3,3.6,10.3,7.3,27.1,9.2,27.5,8,11.7,5.8,10.5,5.7,0,2.4,0,2.4,49728,9165,55853,6152,(X),(X),33,(X),(X),(X),618,100,1.1,1.9,1.9,3.2,3.1,3.4,1.9,3.2,22.8,7.7,36.9,9.7,16.2,8.1,16,8.6,0,3.6,0,3.6,61591,6993,N,N,(X),(X),(X),(X),(X),(X),573,121,11.5,7.6,9.4,5.4,23.7,10.7,18,8.6,23,11.5,5.4,4.9,7,5.4,1.9,3.1,0,3.8,0,3.8,29479,8250,34841,5127,(X),(X),(X),(X),16.6,(X)
1400000US19163012200,"Census Tract 122, Scott County, Iowa",946,75,5.4,4.8,6.8,5.7,13.6,8,23.6,8.8,16.2,7.1,26.3,8.1,7,4.9,1.2,1.6,0,2.3,0,2.3,35375,5559,39723,4232,26.6,(X),(X),(X),(X),(X),527,98,1.3,2,1.5,2.8,17.1,11.8,20.9,9.9,28.1,12.4,23.3,11.3,5.7,5.3,2.1,2.7,0,4.2,0,4.2,39308,7681,42177,5582,(X),(X),25,(X),(X),(X),287,83,2.4,3.6,2.8,5,4.9,5.7,8.4,8.1,26.5,13.9,40.8,15.2,10.5,9.2,3.8,5.1,0,7.5,0,7.5,53250,5565,N,N,(X),(X),(X),(X),(X),(X),419,124,10.5,10.6,13.4,12.3,19.6,11.3,25.3,17.1,18.9,13.9,10.7,6.4,1.7,3.3,0,5.2,0,5.2,0,5.2,30354,8133,28735,4429,(X),(X),(X),(X),22,(X)
1400000US19163012300,"Census Tract 123, Scott County, Iowa",710,59,6.1,5,3.9,3.5,19.3,9.6,18.5,11.4,11.7,7.5,27.9,10.2,9.6,7.4,2.4,2.9,0.7,1.1,0,3.1,37619,12457,43054,5741,39.3,(X),(X),(X),(X),(X),403,78,3.5,3.9,2.7,4,16.4,12.4,19.4,13.7,19.1,12.6,31.3,15.4,2.2,3.8,4.2,4.8,1.2,1.9,0,5.4,42813,11986,44049,6813,(X),(X),29.8,(X),(X),(X),229,89,6.1,6.8,0,9.4,9.6,7.5,13.1,13.6,11.8,11.1,45.9,20.1,3.9,6.7,7.4,8.6,2.2,3.2,0,9.4,51453,5013,N,N,(X),(X),(X),(X),(X),(X),307,76,9.4,10.6,5.5,5.8,23.1,14.2,17.3,14.3,2,2.8,23.5,14.3,19.2,17.6,0,7.1,0,7.1,0,7.1,33750,15145,41429,9956,(X),(X),(X),(X),51.8,(X)
1400000US19163012400,"Census Tract 124, Scott County, Iowa",582,72,5.7,5.5,4.1,4.7,11.9,7.4,16.2,11.7,20.1,10.6,16.8,11.6,11.7,7.3,5,4.5,3.3,4.9,5.3,5.4,40244,8951,60537,14534,34.4,(X),(X),(X),(X),(X),393,74,5.1,6.1,6.1,6.8,7.6,7,7.9,7.3,22.1,13.3,22.1,15.8,13.7,9.2,7.4,6.6,0,5.6,7.9,8,55239,26857,67853,18724,(X),(X),36.4,(X),(X),(X),310,79,6.5,7.7,7.7,8.6,0,7,2.6,4.1,18.4,12.8,28.1,19.2,17.4,11.4,9.4,8.3,0,7,10,10,57447,23825,N,N,(X),(X),(X),(X),(X),(X),189,71,6.9,10.1,0,11.2,20.6,17.2,33.3,30.5,21.7,21.6,0,11.2,7.4,11.3,0,11.2,10.1,15.6,0,11.2,30568,13775,44624,20197,(X),(X),(X),(X),30.2,(X)
1400000US19163012501,"Census Tract 125.01, Scott County, Iowa",1726,142,8.4,4.1,3.8,2.4,14.8,5.8,12.8,4.6,10.5,4.2,25.7,6.1,9.7,4.1,12.9,4.5,1.3,1,0.1,0.3,49662,8353,53665,4961,36.3,(X),(X),(X),(X),(X),1199,151,8.9,5.5,2.3,2.3,14.4,8.8,9.3,4.4,11.7,5.2,24.4,7.8,12.1,5.8,15.8,6.2,0.8,1.4,0.2,0.4,55026,11555,57567,6694,(X),(X),40.9,(X),(X),(X),715,100,2.5,3.7,0,3.1,3.9,3.8,7.1,6,14.7,7,31.5,11.1,15.4,8,23.2,8.3,1.4,2.3,0.3,0.7,64172,6473,N,N,(X),(X),(X),(X),(X),(X),527,130,8,5.3,7.2,6.5,20.1,9.1,15.4,9.5,12.1,7.5,24.5,12.9,4.2,4.8,6.3,5.9,2.3,3.4,0,4.2,34271,13846,43325,7041,(X),(X),(X),(X),21.3,(X)
1400000US19163012502,"Census Tract 125.02, Scott County, Iowa",1405,100,12,5.7,3.1,2.5,6.3,4.1,13.2,6.7,21.6,7.7,14.9,6.3,14.8,5.5,10,5.8,2.7,2.4,1.4,1.7,45453,5035,56795,6624,24.1,(X),(X),(X),(X),(X),925,106,14.8,8.4,1.4,2.2,0.8,1.4,15.4,9,15.7,6.9,15.2,8.1,17.8,7.4,14.1,8,2.8,3,2.1,2.5,56339,25108,63645,9810,(X),(X),27.2,(X),(X),(X),663,101,6.8,7.8,0,3.3,1.1,1.8,13.7,10,14.8,7.6,18.4,11,23.4,9.5,15.1,8.7,3.9,4.2,2.9,3.6,72539,7631,N,N,(X),(X),(X),(X),(X),(X),480,108,6.7,6.4,6.3,5.9,17.1,11.7,11.5,8.1,32.9,15.7,14.4,8.2,9,8.1,2.3,3.8,0,4.6,0,4.6,38125,8317,40162,6153,(X),(X),(X),(X),18.1,(X)
1400000US19163012601,"Census Tract 126.01, Scott County, Iowa",2010,127,8,4,4.4,2.8,12.1,5.1,13.1,4.8,5.4,3,21.6,6.2,23.5,5.9,7.5,3.6,4.3,2.7,0,1.1,56357,7119,59707,5856,27.9,(X),(X),(X),(X),(X),1530,162,7.6,4.4,4.1,3.1,12,5.8,9.5,4.5,4.6,3.1,25.1,7.2,22.1,5.5,10.4,4.6,4.7,3.2,0,1.5,60944,7577,62990,7369,(X),(X),26.1,(X),(X),(X),1125,122,0,2,2.6,3.2,1.5,2.5,9.3,5.3,6.3,4.3,29.7,8.2,30,7.2,14.1,5.8,6.4,4.2,0,2,75307,6142,N,N,(X),(X),(X),(X),(X),(X),480,126,9.4,10.2,5.4,6.3,20.8,14.8,21.7,11.3,7.9,8.4,5.2,6,28.1,14.5,1.5,2.5,0,4.6,0,4.6,31875,6089,46124,10224,(X),(X),(X),(X),33.3,(X)
1400000US19163012602,"Census Tract 126.02, Scott County, Iowa",1647,111,14.3,6.6,4.1,3,17.6,5.3,8,3.3,19.9,6.4,16.5,6.1,14.2,4.2,5,2.8,0.5,0.8,0,1.4,38927,3909,43961,4486,29.5,(X),(X),(X),(X),(X),1062,128,14.8,8.3,2.3,2.4,16.2,7.7,4.4,2.8,18.9,7.4,18.2,7,18.2,5.5,6.2,3.9,0.8,1.3,0,2.1,46379,5692,48982,6039,(X),(X),26.3,(X),(X),(X),600,109,1.3,2.3,0,3.7,6,5.9,6.7,4.6,24.5,11.7,24.2,8.5,24.8,9.6,11,6.7,1.5,2.3,0,3.7,63148,7731,N,N,(X),(X),(X),(X),(X),(X),585,145,15,9.4,7.4,7.2,20.2,9.3,12.6,7.6,23.6,11.8,11.5,10.3,7,7.2,2.7,3.5,0,3.8,0,3.8,26908,8990,34337,6551,(X),(X),(X),(X),35.4,(X)
1400000US19163012701,"Census Tract 127.01, Scott County, Iowa",1182,82,13.5,7,1.5,1.8,6.3,4.7,14,6.2,24,8.5,15.7,5.9,16.1,7.1,4.3,3.3,2.5,2.3,1.9,2.6,43070,3994,62008,17452,27.9,(X),(X),(X),(X),(X),749,111,3.9,5.9,2.4,2.7,2.1,2.6,5.9,5.4,24.4,11.5,23.5,8.8,25.4,10.7,5.3,4.5,4,3.7,3.1,4.2,54973,13419,83166,27900,(X),(X),22.2,(X),(X),(X),629,106,4.6,7,1.6,2.6,1.3,2.3,3.3,3.7,23.4,12.1,22.7,9,28.3,11.9,6.4,5.3,4.8,4.4,3.7,5,64107,18832,N,N,(X),(X),(X),(X),(X),(X),433,109,30.3,16.4,1.8,3,13.6,11.4,27.9,13.1,21.5,12,2.3,3.7,0,5.1,2.5,4,0,5.1,0,5.1,26360,7904,24547,6227,(X),(X),(X),(X),36,(X)
1400000US19163012702,"Census Tract 127.02, Scott County, Iowa",1352,100,1.8,2.1,8.9,4.8,15,6.1,8.4,3,10.6,5.2,15.4,5,16.5,5.9,15.2,4.3,5.7,4.2,2.5,2.4,55909,5484,67547,6083,22.9,(X),(X),(X),(X),(X),865,121,3.2,4.8,7.4,7.1,8.6,6.9,6.1,3.2,7.5,4.8,15.4,6.1,22.7,8.5,21.8,7,4.6,3.9,2.7,3.2,78547,15541,76797,9522,(X),(X),25.2,(X),(X),(X),723,104,0,3.1,0,3.1,10.2,8.1,7.3,3.8,6.9,5,17.3,7.1,25.2,9.1,26.1,8.2,3.7,3.9,3.2,3.8,81278,4285,N,N,(X),(X),(X),(X),(X),(X),487,113,4.9,5.6,14,8.4,26.5,13.6,12.5,7.1,11.1,8.4,12.9,8.6,4.7,5,3.5,4.2,7.6,9.2,2.3,3.4,30045,11245,47348,14085,(X),(X),(X),(X),18.7,(X)
1400000US19163012801,"Census Tract 128.01, Scott County, Iowa",1849,110,5.4,3.9,5.9,3.7,13.1,5.3,13,6.1,12.5,5.8,17.6,5.1,13.3,5.6,14.8,4.4,2.9,1.9,1.5,1.5,50188,11346,62456,6276,37.3,(X),(X),(X),(X),(X),1147,132,5.1,4.5,2.4,2.3,7.6,5.5,9,5.9,14,8.2,18.7,6.3,15.3,7.2,20.9,6.4,4.7,3,2.4,2.4,69226,11363,76055,8725,(X),(X),32.8,(X),(X),(X),781,118,0,2.8,1.2,2,2.8,2.6,4.7,4.9,16.3,11.3,18.4,6.6,20.7,9.8,25.5,8.3,6.9,4.4,3.5,3.5,90170,19757,N,N,(X),(X),(X),(X),(X),(X),702,130,7.4,6.3,11.7,8.4,22.1,11.5,21.4,11.5,8.7,8,14,9.4,10,9.3,4.8,4.3,0,3.2,0,3.2,30607,5420,39039,7640,(X),(X),(X),(X),40.5,(X)
1400000US19163012802,"Census Tract 128.02, Scott County, Iowa",2167,136,9.8,4,7.7,4.1,15,5.8,12.1,4.4,22,5.6,15.3,5,12.9,4.5,3.7,2,1,1.1,0.5,0.8,39763,3926,47872,6821,27.3,(X),(X),(X),(X),(X),1039,135,1.7,2,4.3,6.6,6.8,6,5.8,4,26.5,7.6,20.3,8.4,23.7,8.6,7.8,4.2,2,2.2,1.1,1.6,52853,5672,69585,12782,(X),(X),29.1,(X),(X),(X),781,118,2.3,2.7,0,2.8,3.7,4,3.6,3.4,19.5,6.7,26.2,10.8,30.2,10.2,10.4,5.7,2.7,3,1.4,2.2,66577,11773,N,N,(X),(X),(X),(X),(X),(X),1128,159,17.3,7.5,10.7,6.3,22.6,8.6,17.9,7.8,18.4,7.7,10,4.8,3,2.5,0,2,0,2,0,2,24205,6503,27715,3401,(X),(X),(X),(X),25.6,(X)
1400000US19163012901,"Census Tract 129.01, Scott County, Iowa",1484,128,5.3,3.3,5.7,3.2,10.6,5.1,5.9,3.5,5.9,3.4,11.3,5.8,14.7,6.5,15.2,4.8,11.4,4.2,14.1,5.9,92500,17133,124122,31160,22.2,(X),(X),(X),(X),(X),850,114,6.9,6.8,5.5,4,2.5,2.9,3.6,3.8,4.6,3.9,8.5,5.4,11.5,6.1,20.4,8,17.9,6.8,18.6,7.9,109583,30703,160767,51253,(X),(X),11.3,(X),(X),(X),692,86,1,1.9,0,3.2,1,1.7,4.5,4.7,5.6,4.8,10.4,6.6,13.2,7.6,19.5,8.2,22,8.5,22.8,9.2,140333,24793,N,N,(X),(X),(X),(X),(X),(X),634,156,8.5,6.7,8.5,6.7,21,10.7,9,6.2,5.4,4.8,9.8,10.1,18.9,12.4,8.2,6,2.7,2.9,8,9.2,37065,39394,70793,23521,(X),(X),(X),(X),31.4,(X)
1400000US19163012902,"Census Tract 129.02, Scott County, Iowa",2161,125,3.7,2.7,2.5,2.1,6.4,2.8,10.9,4.9,10.3,4.1,16.8,4.6,14.3,4.9,22.9,5.4,6.2,3.2,6,3.3,74238,11174,86520,7757,27.3,(X),(X),(X),(X),(X),1278,106,5.4,4.2,1.8,2.1,2.3,2.7,3.4,3.1,6.4,4.3,13,5.8,14.9,6.1,33.2,8.6,10.6,5.6,9.1,5,106974,14430,107036,11818,(X),(X),24.3,(X),(X),(X),1158,101,2.8,3.2,2,2.3,2.5,3,3.7,3.4,4.8,3.8,11.8,6.6,16.5,6.9,35,9.2,10.8,6,10,5.5,111406,11616,N,N,(X),(X),(X),(X),(X),(X),883,132,2.5,2.8,3.6,4.1,12.5,5.9,21.7,11.3,14.5,6.5,22.3,10.4,13.5,7.8,7.9,6.8,0,2.5,1.5,2.5,46106,9774,56408,7183,(X),(X),(X),(X),31.6,(X)
1400000US19163013000,"Census Tract 130, Scott County, Iowa",2390,112,8.5,3.6,4.8,3.2,9.9,4.2,8.1,4.1,13.1,4.3,19.9,6.6,17.9,5.3,8.5,3.2,4.6,3.5,4.7,2.8,57971,10809,69324,7787,19.9,(X),(X),(X),(X),(X),1242,148,0,1.8,2.2,3.3,2.5,3,4.9,3.5,13.9,5.8,24.5,8.2,25.7,9,13.2,5.9,5.8,4.9,7.3,4.8,80046,17817,91330,12967,(X),(X),18.1,(X),(X),(X),1088,129,0,2,0,2,1.6,2.6,5.6,4.1,13.7,6.3,19.8,8.2,29.3,10,15.1,6.6,6.6,5.7,8.4,5.4,83345,5367,N,N,(X),(X),(X),(X),(X),(X),1148,157,17.6,7.5,9.9,6.5,17.9,7.5,11.5,7.4,9.9,6.4,16.3,9.8,8.2,5,3.4,2.5,3.4,4.9,1.8,2,29330,9796,44434,9285,(X),(X),(X),(X),21.9,(X)
1400000US19163013100,"Census Tract 131, Scott County, Iowa",780,59,3.3,3.1,1,1.8,4.2,3.9,4,3.3,11.4,6.2,12.2,5.6,26.9,9.3,22.2,8.3,7.4,5.2,7.3,4.9,83370,10686,117005,26977,28.8,(X),(X),(X),(X),(X),566,75,2.3,3.5,0,3.9,3.4,4.2,2.7,3.2,6.5,5.3,11.3,7.9,30.6,11.4,27.6,10.1,7.2,6.2,8.5,6.3,95652,12047,133078,33834,(X),(X),29.5,(X),(X),(X),490,75,2.7,4,0,4.5,3.9,4.8,3.1,3.7,4.1,4.8,8.8,7,27.6,11.7,31.8,11.8,8.4,7.2,9.8,7.3,103750,21307,N,N,(X),(X),(X),(X),(X),(X),214,78,6.1,7.5,3.7,6.8,6.5,8.5,7.5,8.2,24.3,16.3,14.5,13.2,17.3,16.3,7.9,9.9,7.9,7,4.2,6.4,51429,17723,74495,23138,(X),(X),(X),(X),27.1,(X)
1400000US19163013200,"Census Tract 132, Scott County, Iowa",787,61,2.3,2.5,3.3,3.2,14.2,6.2,9,4.6,17.5,9.1,18.6,10.4,10.2,6.4,12.5,6.3,0,2.8,12.5,7.8,52096,16716,84094,16256,32,(X),(X),(X),(X),(X),461,83,0,4.8,1.5,2.6,6.3,6.3,5.2,5.1,15.4,9.9,17.8,12.2,15.4,9.6,17.1,10.2,0,4.8,21.3,12.5,84750,28546,115217,26240,(X),(X),33.6,(X),(X),(X),386,74,0,5.7,1.8,3,7.5,7.3,4.9,5.5,6.7,7.6,19.4,14.1,13.7,10.5,20.5,11.8,0,5.7,25.4,15.6,89479,27869,N,N,(X),(X),(X),(X),(X),(X),326,95,5.5,6.2,5.8,7.1,25.5,11.8,14.4,9.3,23.9,14.6,19.6,15.5,2.8,4.5,2.5,3.9,0,6.7,0,6.7,29375,20943,37820,7114,(X),(X),(X),(X),29.8,(X)
1400000US19163013300,"Census Tract 133, Scott County, Iowa",1564,64,3.7,3.2,4.9,2.4,8.1,4.4,21,7,16.4,5.3,23.7,6.5,12.1,4.4,7.8,4.3,1.2,1.3,1.2,1.3,48072,11286,56627,7638,17.8,(X),(X),(X),(X),(X),912,92,4.9,4.6,2.3,2.4,2.7,2.4,23.5,9.9,12.5,6.3,20.3,7.4,19.6,7.7,10.2,5.4,2,2.2,2,2.2,54470,10392,68001,12627,(X),(X),20.2,(X),(X),(X),721,93,0,3.1,1.4,2.2,2.1,2.1,21.8,10.7,14.8,7.8,20.4,8.3,23,8.4,11.5,6.6,2.5,2.9,2.5,2.8,60219,9203,N,N,(X),(X),(X),(X),(X),(X),652,101,5.2,6.2,8.4,5.4,17,10.4,17.3,8.6,21.9,8.4,24.1,10,1.5,2.3,4.4,6.8,0,3.4,0,3.4,35878,5876,38676,5905,(X),(X),(X),(X),13,(X)
1400000US19163013400,"Census Tract 134, Scott County, Iowa",1326,63,7.6,5.8,6.1,4.2,14.3,6.3,12.1,5.3,15.5,6.7,20.5,6.9,16.2,6.8,5.7,3.3,1.4,1.6,0.4,0.7,43571,9115,52990,7606,17.6,(X),(X),(X),(X),(X),801,99,9.9,9.2,2.5,2.9,5.7,5.1,12.4,7.7,14.9,6.8,24.7,8,18.6,8.4,8.4,5.4,2.4,2.6,0.6,1.2,55458,8928,62000,10255,(X),(X),14.6,(X),(X),(X),529,102,4.3,6.1,0,4.2,0,4.2,15.1,10.1,15.1,8,29.3,10.4,22.5,10.8,11,7.2,1.7,2.7,0.9,1.7,65417,9649,N,N,(X),(X),(X),(X),(X),(X),525,87,4.2,4.6,11.6,9.6,27.4,14.2,13.7,8.1,18.9,13.5,12.2,9.1,10.3,10.1,1.7,2.5,0,4.2,0,4.2,29226,9600,37459,7972,(X),(X),(X),(X),22.1,(X)
1400000US19163013500,"Census Tract 135, Scott County, Iowa",1372,59,4.2,4.2,3.7,2.8,5.9,2.9,12.9,6.1,13.3,5.9,19.7,5.9,20.8,6.3,10.3,4.4,3.5,2.8,5.7,2.4,58641,4920,73968,6015,23.1,(X),(X),(X),(X),(X),944,92,6,6.1,3.5,3.4,2.6,2.9,9.2,6.9,16.3,7.7,17.8,6.7,23.4,8,9.7,5.4,5.1,4.1,6.3,3.2,62609,16110,79000,7937,(X),(X),18.9,(X),(X),(X),633,88,0,3.5,1.6,2.6,2.7,3.8,6,4.1,9.5,6.6,15.6,6.7,33.2,10.9,14.5,7.7,7.6,6,9.3,5.1,87137,14564,N,N,(X),(X),(X),(X),(X),(X),428,92,0,5.1,4.2,4.8,13.1,7.4,21,13.7,8.9,6.9,27.3,13,11.4,9.1,9.6,9.3,0,5.1,4.4,4.9,55111,13521,60447,12548,(X),(X),(X),(X),27.8,(X)
1400000US19163013600,"Census Tract 136, Scott County, Iowa",990,56,6.6,5.1,1.9,2.1,6.2,3.7,3.4,3,17.5,7.3,19.3,7,27.2,8.3,13.3,5.4,3.7,5.1,0.9,1.3,66471,12180,71196,7439,20.1,(X),(X),(X),(X),(X),751,66,1.1,1.8,0,2.9,3.2,3.9,2.1,2.6,21,9.2,21.8,8.5,32.5,11.3,16.2,7,0.8,1.4,1.2,1.7,75393,11375,78607,9131,(X),(X),25.4,(X),(X),(X),640,78,1.3,2.1,0,3.5,0,3.5,1.3,2.2,19.2,9,22.8,9.1,34.1,11.6,19.1,8.2,0.9,1.6,1.4,2,81275,9902,N,N,(X),(X),(X),(X),(X),(X),239,72,23.8,21.9,7.9,9.4,15.5,12.3,10.9,11.3,16.7,20.1,7.9,9.1,0,9,4.2,6.7,13,19.5,0,9,28456,21911,42581,26648,(X),(X),(X),(X),3.3,(X)
1400000US19163013702,"Census Tract 137.02, Scott County, Iowa",2292,112,3.4,1.8,1.4,1.3,7,2.7,6.4,2.9,8.6,3.8,15.6,5,17.1,5.1,25,5.3,8.2,3,7.3,3,86959,9935,100783,9396,27.4,(X),(X),(X),(X),(X),1822,108,1.6,1.3,0.1,0.2,2.8,1.8,5.2,3.2,7.1,4.1,13,5,19.3,5.4,31.4,6.2,10.4,3.8,9.2,3.8,101439,7105,116281,10915,(X),(X),27.6,(X),(X),(X),1624,123,0.7,0.9,0.1,0.2,2.5,1.8,4.4,3.4,7,4.4,10.8,5.1,20.4,5.6,34.4,6.9,9.4,3.7,10.2,4.1,104149,7274,N,N,(X),(X),(X),(X),(X),(X),470,131,10.2,7.5,6.6,6.2,23.4,10.9,11.1,7.3,14.3,9.5,26,15.9,8.5,12.2,0,4.7,0,4.7,0,4.7,32400,17067,39897,8752,(X),(X),(X),(X),26.4,(X)
1400000US19163013703,"Census Tract 137.03, Scott County, Iowa",1032,38,1.4,2.1,0,2.2,5.9,4.3,6.5,4.3,7.8,4.5,21.6,6.6,18.7,6.1,23,7.5,6.1,3.7,9.1,4.4,80526,10074,100946,11023,25,(X),(X),(X),(X),(X),798,66,1.8,2.6,0,2.8,1.4,1.9,4.9,3.9,7.1,5,18.3,5.9,20.4,6.9,26.4,8.8,7.9,4.8,11.8,5.8,97045,12578,114148,13928,(X),(X),22.9,(X),(X),(X),716,67,0,3.1,0,3.1,1.5,2.2,5.4,4.3,8,5.4,15.8,6.8,19.4,7.1,27.9,9.6,8.8,5.4,13.1,6.5,99907,9247,N,N,(X),(X),(X),(X),(X),(X),234,68,0,9.2,0,9.2,21.4,16.4,12,14.3,9.8,10.9,32.9,19.6,12.8,13.1,11.1,11.9,0,9.2,0,9.2,54000,14099,55924,13629,(X),(X),(X),(X),32.1,(X)
1400000US19163013705,"Census Tract 137.05, Scott County, Iowa",2411,120,6.1,3.2,4.1,2,12.4,4.2,9,3.7,17,5.1,25.4,6.4,11.5,3.8,7.5,3,5.4,3.2,1.6,2.5,50765,3033,59676,5487,24.6,(X),(X),(X),(X),(X),1059,148,1,1.6,1,1.7,7,5.3,5.9,5.2,10.2,5.1,32.3,9.1,15.3,6.3,14.1,6.5,9.5,6.1,3.6,5.6,68800,6351,81430,11462,(X),(X),25.3,(X),(X),(X),924,140,0,2.4,0,2.4,8,6.1,5.6,5.6,7.4,4.4,30.3,9.8,17.5,7.1,16.1,7.3,10.9,6.9,4.1,6.4,74032,10641,N,N,(X),(X),(X),(X),(X),(X),1352,174,10,5.2,6.4,3.4,16.6,6.6,12.2,5.1,23.4,8.4,19.2,8.5,7.5,4.7,2.4,2.3,2.1,3.2,0,1.6,38500,6154,41881,5397,(X),(X),(X),(X),24.1,(X)
1400000US19163013706,"Census Tract 137.06, Scott County, Iowa",1158,77,2.7,2.3,0.4,0.7,1.2,1.4,4.6,2.7,1.5,1.5,11.3,6.4,14.7,6.5,25.9,7.4,12.8,6.5,25,7.6,132188,12287,162558,23552,16.8,(X),(X),(X),(X),(X),1028,79,0,2.2,0.5,0.8,0.5,0.9,2.3,1.7,1.3,1.5,12.7,7,14.5,6.5,25.7,7.6,14.4,7.2,28.1,8.5,140313,17969,175090,25572,(X),(X),17.2,(X),(X),(X),960,85,0,2.3,0.5,0.8,0.5,1,2.5,1.8,1.4,1.6,13.6,7.4,13.8,6.3,24.7,7.7,14.5,7.6,28.5,8.9,141354,16744,N,N,(X),(X),(X),(X),(X),(X),130,60,23.8,21.6,0,15.8,6.9,10.8,22.3,19,3.1,5.7,0,15.8,16.2,21.8,27.7,26.2,0,15.8,0,15.8,31071,67035,63464,29831,(X),(X),(X),(X),13.1,(X)
1400000US19165960100,"Census Tract 9601, Shelby County, Iowa",1295,81,5.9,2.4,5,2,12.5,3,12.8,3.3,15.2,3.5,26.2,5,11.2,2.7,10.2,3.8,0.8,0.9,0.2,0.2,48427,5137,53717,3954,26,(X),(X),(X),(X),(X),913,82,0.9,0.9,1.2,1.1,11.7,3.7,11.1,3.5,15.1,4.3,31.9,5.7,13.3,3.7,14.5,5.3,0.2,0.3,0.2,0.3,58411,2813,62211,4656,(X),(X),26.6,(X),(X),(X),811,80,0.5,0.7,1.4,1.2,11.1,3.6,9,3.5,12.2,3.4,34.2,6.3,14.9,4,16.3,5.9,0.2,0.4,0.2,0.4,60516,2290,N,N,(X),(X),(X),(X),(X),(X),382,67,18.6,6.4,14.1,5.8,16.5,5.1,17.8,6.9,16.5,6.7,9.4,6.2,5,3.2,0,5.7,2.1,3,0,5.7,25357,4592,31350,5515,(X),(X),(X),(X),24.1,(X)
